"","lat","long","accuracy","formatted_address","address_type","status","index"
"560",45.6855033,8.4002122,"administrative_area_level_3","28010 Boca, Province of Novara, Italy","administrative_area_level_3,political","OK",559
"561",42.768583,2.871763,"locality","66600 Rivesaltes, France","locality,political","OK",560
"562",38.9007616,-9.1181917,"administrative_area_level_3","Bucelas, 2670 Bucelas, Portugal","administrative_area_level_3,political","OK",561
"563",47.225962,4.968739,"locality","21220 Gevrey-Chambertin, France","locality,political","OK",562
"564",NA,NA,NA,NA,NA,"ZERO_RESULTS",563
"565",-34.3963392,-71.1700793,"locality","Peumo, O'Higgins Region, Chile","locality,political","OK",564
"566",NA,NA,NA,NA,NA,"ZERO_RESULTS",565
"567",-40.0098842,-65.3927206,"establishment","Río Negro, Argentina","establishment,natural_feature","OK",566
"568",45.9421936,12.31999,"establishment","Via Martiri delle Foibe, 31015 Scomigo TV, Italy","establishment,food,point_of_interest","OK",567
"569",36.7289127,-121.2788708,"locality","Paicines, CA, USA","locality,political","OK",568
"570",45.4617136,4.7638274,"route","Rue des Côtes du Rhône, 69420 Condrieu, France","route","OK",569
"571",NA,NA,NA,NA,NA,"ZERO_RESULTS",570
"572",NA,NA,NA,NA,NA,"ZERO_RESULTS",571
"573",-33.5922807,-71.6055123,"locality","San Antonio, Valparaiso Region, Chile","locality,political","OK",572
"574",NA,NA,NA,NA,NA,"ZERO_RESULTS",573
"575",39.0915751,-120.8039474,"administrative_area_level_2","Placer County, CA, USA","administrative_area_level_2,political","OK",574
"576",43.7983982,11.4683869,"establishment","Località Selvapiana, 43, 50068 Rufina FI, Italy","establishment,food,point_of_interest","OK",575
"577",48.113326,16.861693,"establishment","Hauptstraße 1A, 2404 Petronell-Carnuntum, Austria","establishment,museum,point_of_interest","OK",576
"578",39.4937392,-6.0679194,"administrative_area_level_1","Extremadura, Spain","administrative_area_level_1,political","OK",577
"579",40.385073,17.9652521,"locality","73015 Salice Salentino LE, Italy","locality,political","OK",578
"580",-43.7542275,171.1637245,"administrative_area_level_1","Canterbury, New Zealand","administrative_area_level_1,political","OK",579
"581",46.302479,4.816992,"route","Rue de Chardonnay, 71000 Mâcon, France","route","OK",580
"582",47.06605,4.886974,"locality","21550 Ladoix-Serrigny, France","locality,political","OK",581
"583",46.3945585,4.8321334,"route","Route de Clesse, 71260 Charbonnières, France","route","OK",582
"584",NA,NA,NA,NA,NA,"ZERO_RESULTS",583
"585",46.2772685,4.7621525,"route","Route de Fuissé, 71000 Mâcon, France","route","OK",584
"586",-34.6546423,139.1009757,"locality","Eden Valley SA 5235, Australia","locality,political","OK",585
"587",33.6995646,-117.8695555,"establishment","136 W MacArthur Blvd, Santa Ana, CA 92707, USA","establishment,food,meal_takeaway,point_of_interest,restaurant","OK",586
"588",-33.7339291,-69.1199066,"locality","La Consulta, Mendoza, Argentina","locality,political","OK",587
"589",38.2975381,-122.286865,"locality","Napa, CA, USA","locality,political","OK",588
"590",38.3104969,-121.9017954,"administrative_area_level_2","Solano County, CA, USA","administrative_area_level_2,political","OK",589
"591",NA,NA,NA,NA,NA,"ZERO_RESULTS",590
"592",-34.9284989,138.6007456,"colloquial_area","Adelaide SA, Australia","colloquial_area,locality,political","OK",591
"593",-33.1194013,-68.8868944,"locality","Agrelo, Mendoza, Argentina","locality,political","OK",592
"594",41.149001,24.1470796,"locality","Drama 661 00, Greece","locality,political","OK",593
"595",45.629925,12.5729068,"establishment","Piazza Alcide de Gasperi, 5, 30027 San Donà di Piave VE, Italy","establishment,health,local_government_office,point_of_interest","OK",594
"596",NA,NA,NA,NA,NA,"ZERO_RESULTS",595
"597",43.796111,5.223889,"establishment","Luberon, 84560 Ménerbes, France","establishment,natural_feature","OK",596
"598",31.6878332,34.9788865,"establishment","Netiv HaLamed-Heh, 99855, Israel","establishment,food,point_of_interest","OK",597
"599",35.645397,-120.874138,"locality","Adelaida, CA 93446, USA","locality,political","OK",598
"600",39.3087714,16.3463791,"administrative_area_level_1","Calabria, Italy","administrative_area_level_1,political","OK",599
"601",41.0125228,14.9680914,"administrative_area_level_3","83030 Taurasi, Province of Avellino, Italy","administrative_area_level_3,political","OK",600
"602",36.8500963,15.1095323,"establishment","Contrada Pizzuta, 96017 Marina di Noto SR, Italy","establishment,lodging,point_of_interest","OK",601
"603",49.815273,6.129583,"country","Luxembourg","country,political","OK",602
"604",43.5655659,3.188741,"locality","34600 Faugères, France","locality,political","OK",603
"605",43.0705651,2.2210149,"establishment","Route de Carcassonne, 11300 Limoux, France","establishment,food,point_of_interest","OK",604
"606",45.879188,12.011496,"establishment","Via Anche, 1, 31049 Bigolino TV, Italy","establishment,food,point_of_interest","OK",605
"607",40.8829943,14.2865792,"establishment","F., Viale Fulco Ruffo di Calabria, 80144 Capodichino NA, Italy","establishment,point_of_interest","OK",606
"608",48.6616037,9.3501336,"administrative_area_level_1","Baden-Württemberg, Germany","administrative_area_level_1,political","OK",607
"609",52.9984287,9.0809081,"political","Baden, 28832 Achim, Germany","political,sublocality,sublocality_level_1","OK",608
"610",43.4067986,3.5088456,"route","Avenue du Picpoul, 34850 Pinet, France","route","OK",609
"611",40.9166667,24.0833333,"establishment","Pangaion Hills, Pieres 640 08, Greece","establishment,natural_feature","OK",610
"612",-33.4529358,-70.712358,"route","Elqui, Lo Prado, Región Metropolitana, Chile","route","OK",611
"613",-41.565373,173.5286352,"locality","Wairau Valley 7271, New Zealand","locality,political","OK",612
"614",48.626397,-2.2504209,"route","Rue de Marmande, 22380 Saint-Cast-le-Guildo, France","route","OK",613
"615",47.213041,-0.5296783,"establishment","Le Layon, France","establishment,natural_feature","OK",614
"616",44.9232574,4.8728443,"route","Quai du Rhône, 07500 Guilherand-Granges, France","route","OK",615
"617",36.4701483,-121.2298501,"establishment","32020 Stonewall Canyon Rd, Soledad, CA 93960, USA","establishment,food,point_of_interest","OK",616
"618",47.383101,-0.656999,"locality","49170 Savennières, France","locality,political","OK",617
"619",NA,NA,NA,NA,NA,"ZERO_RESULTS",618
"620",41.108333,14.608333,"establishment","Taburnus, 82030 Tocco Caudio, Province of Benevento, Italy","establishment,natural_feature","OK",619
"621",47.167296,0.240385,"locality","37500 Chinon, France","locality,political","OK",620
"622",45.721871,10.0670398,"establishment","Lake Iseo, Italy","establishment,natural_feature","OK",621
"623",47.412068,0.799248,"locality","37210 Vouvray, France","locality,political","OK",622
"624",45.5227676,-122.3686242,"route","Historic Columbia River Hwy, Troutdale, OR, USA","route","OK",623
"625",NA,NA,NA,NA,NA,"ZERO_RESULTS",624
"626",47.2702304,-0.1047236,"establishment","3 Rue Léopold Palustre, 49400 Saumur, France","establishment,food,point_of_interest","OK",625
"627",41.0792257,0.3371889,"administrative_area_level_3","Terra Alta, Tarragona, Spain","administrative_area_level_3,political","OK",626
"628",-37.947,145.153,"locality","Springvale VIC 3171, Australia","locality,political","OK",627
"629",38.7618702,-3.387926,"establishment","Calle Capitán Fillol, 4, 13300 Valdepeñas, Cdad. Real, Spain","establishment,lodging,point_of_interest","OK",628
"630",NA,NA,NA,NA,NA,"ZERO_RESULTS",629
"631",43.5781889,11.2132656,"establishment","Via Sangallo 41, Località Sambuca, 50028 Tavarnelle Val di Pesa FI, Italy","establishment,point_of_interest","OK",630
"632",47.159051,4.954572,"locality","Vosne-Romanée, France","locality,political","OK",631
"633",45.8998453,12.0401104,"establishment","Via Follo, 33, 31049 Santo Stefano, Valdobbiadene TV, Italy","establishment,food,point_of_interest","OK",632
"634",NA,NA,NA,NA,NA,"ZERO_RESULTS",633
"635",44.6880915,8.8037472,"locality","15066 Gavi AL, Italy","locality,political","OK",634
"636",44.7322767,7.9837976,"route","Via dell'Arneis, 12040 Piobesi d'Alba CN, Italy","route","OK",635
"637",44.5217905,7.9469364,"establishment","Borgata Gombe, 31/32, 12063 Dogliani CN, Italy","establishment,food,lodging,point_of_interest","OK",636
"638",NA,NA,NA,NA,NA,"ZERO_RESULTS",637
"639",40.7299182,-73.993174,"establishment","735 Broadway, New York, NY 10003, USA","establishment,food,liquor_store,point_of_interest,store","OK",638
"640",45.2745018,13.8901858,"establishment","Istria","establishment,natural_feature","OK",639
"641",42.8652771,17.5505152,"establishment","Pelješac, Croatia","establishment,natural_feature","OK",640
"642",47.284852,0.12535,"locality","37140 Saint-Nicolas-de-Bourgueil, France","locality,political","OK",641
"643",48.0269741,-120.3377317,"establishment","Lake Chelan, Washington, USA","establishment,natural_feature","OK",642
"644",41.6481602,45.6905554,"administrative_area_level_1","Kakheti, Georgia","administrative_area_level_1,political","OK",643
"645",-34.5291043,-56.2873482,"locality","Canelones, Canelones Department, Uruguay","locality,political","OK",644
"646",NA,NA,NA,NA,NA,"ZERO_RESULTS",645
"647",43.1343914,11.0111351,"establishment","Hotel Rifugio Prategiano, Maremma Toscana; Tuscany, Loc. Prategiano 45, Maremma Tuscany, 58026 Montieri GR, Italy","establishment,food,lodging,park,point_of_interest,restaurant","OK",646
"648",52.3555177,-1.1743197,"administrative_area_level_1","England, UK","administrative_area_level_1,political","OK",647
"649",46.6020711,-120.5058987,"establishment","Yakima, WA 98908, USA","establishment,food,point_of_interest","OK",648
"650",44.5892877,8.1440365,"establishment","Via Provinciale, 17, 12050 Bosia CN, Italy","establishment,food,point_of_interest","OK",649
"651",38.7426376,-120.4357631,"administrative_area_level_2","El Dorado County, CA, USA","administrative_area_level_2,political","OK",650
"652",38.5024689,-122.2653887,"administrative_area_level_2","Napa County, CA, USA","administrative_area_level_2,political","OK",651
"653",47.0831185,4.9145067,"establishment","15 Place de la Mairie, 21700 Corgoloin, France","establishment,food,point_of_interest","OK",652
"654",-34.3984467,-71.6215715,"locality","Marchigüe, Marchihue, O'Higgins Region, Chile","locality,political","OK",653
"655",47.0134658,4.8157761,"establishment","97 Route de Pommard, 21200 Beaune, France","establishment,food,liquor_store,point_of_interest,store","OK",654
"656",-33.7342304,18.9621091,"locality","Paarl, South Africa","locality,political","OK",655
"657",46.950588,4.707633,"locality","21190 Saint-Aubin, France","locality,political","OK",656
"658",38.083403,-122.7633036,"administrative_area_level_2","Marin County, CA, USA","administrative_area_level_2,political","OK",657
"659",44.8175558,-0.5700489,"route","Rue de Barsac, 33800 Bordeaux, France","route","OK",658
"660",NA,NA,NA,NA,NA,"ZERO_RESULTS",659
"661",37.6198182,12.9665821,"administrative_area_level_3","92013 Menfi, AG, Italy","administrative_area_level_3,political","OK",660
"662",36.7287633,-4.2998301,"route","Calle Montilla Moriles, 29730 Rincón de la Victoria, Málaga, Spain","route","OK",661
"663",NA,NA,NA,NA,NA,"ZERO_RESULTS",662
"664",47.084575,4.851313,"locality","21420 Pernand-Vergelesses, France","locality,political","OK",663
"665",36.7212737,-4.4213988,"administrative_area_level_4","Málaga, Spain","administrative_area_level_4,political","OK",664
"666",37.5442706,-4.7277528,"administrative_area_level_1","Andalusia, Spain","administrative_area_level_1,political","OK",665
"667",46.986357,4.747391,"locality","21190 Auxey-Duresses, France","locality,political","OK",666
"668",47.063402,4.817946,"locality","21420 Savigny-lès-Beaune, France","locality,political","OK",667
"669",46.4190666,4.6625596,"route","Route de Mâcon, 71250 Cluny, France","route","OK",668
"670",45.9284405,6.8705434,"establishment","582 Rue Joseph Vallot, 74400 Chamonix-Mont-Blanc, France","establishment,lodging,point_of_interest","OK",669
"671",43.433953,6.142095,"locality","83170 Vins-sur-Caramy, France","locality,political","OK",670
"672",NA,NA,NA,NA,NA,"ZERO_RESULTS",671
"673",47.00151,4.781618,"locality","21190 Volnay, France","locality,political","OK",672
"674",-33.8259414,18.6531909,"political","Durbanville, Cape Town, South Africa","political,sublocality,sublocality_level_1","OK",673
"675",38.5139251,-123.2455683,"route","Fort Ross, Jenner, CA 95450, USA","route","OK",674
"676",36.6974604,-121.405214,"establishment","Mt Harlan, California 95023, USA","establishment,natural_feature","OK",675
"677",47.3564111,-0.6525841,"establishment","8 Rue de l'Abbaye, 49190 Rochefort-sur-Loire, France","establishment,food,point_of_interest","OK",676
"678",NA,NA,NA,NA,NA,"ZERO_RESULTS",677
"679",NA,NA,NA,NA,NA,"ZERO_RESULTS",678
"680",NA,NA,NA,NA,NA,"ZERO_RESULTS",679
"681",NA,NA,NA,NA,NA,"ZERO_RESULTS",680
"682",NA,NA,NA,NA,NA,"ZERO_RESULTS",681
"683",47.49973,1.46013,"locality","41700 Cheverny, France","locality,political","OK",682
"684",48.1936512,16.3777416,"establishment","Prinz Eugen-Straße 34, 1040 Wien, Austria","establishment,point_of_interest","OK",683
"685",37.616667,22.383333,"locality","Mantineia 220 05, Greece","locality,political","OK",684
"686",44.126003,12.280242,"car_repair","Via Emilia Levante, 1090, 47521 Cesena FC, Italy","car_repair,establishment,point_of_interest,store","OK",685
"687",NA,NA,NA,NA,NA,"ZERO_RESULTS",686
"688",33.6969542,-117.719018,"route","Cienega, Irvine, CA 92618, USA","route","OK",687
"689",33.4936391,-117.1483648,"locality","Temecula, CA, USA","locality,political","OK",688
"690",40.3694997,23.287085,"administrative_area_level_3","Halkidiki, Greece","administrative_area_level_3,political","OK",689
"691",33.854721,35.862285,"country","Lebanon","country,political","OK",690
"692",45.5958705,8.4228612,"locality","28074 Ghemme, Province of Novara, Italy","locality,political","OK",691
"693",NA,NA,NA,NA,NA,"ZERO_RESULTS",692
"694",40.5772757,8.3148796,"route","Via Sicilia, 07041 Alghero SS, Italy","route","OK",693
"695",38.5254047,-8.8941,"administrative_area_level_2","Setúbal, Portugal","administrative_area_level_2,political","OK",694
"696",47.468607,-0.495751,"locality","Saint-Barthélemy-d'Anjou, France","locality,political","OK",695
"697",44.867471,0.520136,"political","Pécharmant, 24100 Bergerac, France","political,sublocality,sublocality_level_1","OK",696
"698",43.329402,2.619386,"establishment","34210 La Livinière, France","establishment,food,point_of_interest","OK",697
"699",43.054859,1.997267,"locality","11230 Corbières, France","locality,political","OK",698
"700",37.798045,12.4370156,"locality","91025 Marsala, Province of Trapani, Italy","locality,political","OK",699
"701",49.6949242,6.7649431,"establishment","Ruwer, Germany","establishment,natural_feature","OK",700
"702",39.0638705,-108.5506486,"locality","Grand Junction, CO, USA","locality,political","OK",701
"703",39.5500507,-105.7820674,"administrative_area_level_1","Colorado, USA","administrative_area_level_1,political","OK",702
"704",NA,NA,NA,NA,NA,"ZERO_RESULTS",703
"705",49.83385,-119.5236098,"establishment","Okanagan Lake, British Columbia, Canada","establishment,natural_feature","OK",704
"706",-33.6186082,-70.5906057,"locality","Puente Alto, Santiago Metropolitan Region, Chile","locality,political","OK",705
"707",-35.1054491,138.6297435,"locality","Clarendon SA 5157, Australia","locality,political","OK",706
"708",-36.7772623,174.5588019,"locality","Kumeu, New Zealand","locality,political","OK",707
"709",NA,NA,NA,NA,NA,"ZERO_RESULTS",708
"710",39.6182387,-8.9409368,"route","R. Trás das Eiras, 2460 Montes, Portugal","route","OK",709
"711",32.422877,35.3027226,"administrative_area_level_4","Samaria","administrative_area_level_4,political","OK",710
"712",NA,NA,NA,NA,NA,"ZERO_RESULTS",711
"713",NA,NA,NA,NA,NA,"ZERO_RESULTS",712
"714",47.065692,4.85994,"locality","Aloxe-Corton, France","locality,political","OK",713
"715",39.9019286,22.5478028,"locality","Rapsani 400 07, Greece","locality,political","OK",714
"716",NA,NA,NA,NA,NA,"ZERO_RESULTS",715
"717",NA,NA,NA,NA,NA,"ZERO_RESULTS",716
"718",NA,NA,NA,NA,NA,"ZERO_RESULTS",717
"719",NA,NA,NA,NA,NA,"ZERO_RESULTS",718
"720",48.2081743,16.3738189,"locality","Vienna, Austria","locality,political","OK",719
"721",-32.1932173,151.700565,"colloquial_area","Hunter Region, NSW, Australia","colloquial_area,political","OK",720
"722",NA,NA,NA,NA,NA,"ZERO_RESULTS",721
"723",-37.0722565,142.6268857,"establishment","Other Reserves and Public Land, Victoria, Australia","establishment,park,point_of_interest,premise","OK",722
"724",43.393751,6.040819,"establishment","Place du General de Gaulle, 83170 La Celle en Provence, France","establishment,point_of_interest","OK",723
"725",-41.2706319,173.2839653,"locality","Nelson, New Zealand","locality,political","OK",724
"726",-43.0458927,172.7873638,"establishment","376 Omihi Rd, Waipara 7483, New Zealand","establishment,food,point_of_interest","OK",725
"727",-34.0257608,18.4230789,"political","Constantia, Cape Town, South Africa","political,sublocality,sublocality_level_1","OK",726
"728",43.1193378,10.7415054,"route","Via Val di Cornia, 58025 Monterotondo marittimo GR, Italy","route","OK",727
"729",NA,NA,NA,NA,NA,"ZERO_RESULTS",728
"730",47.2160866,0.0598639,"route","Rue du Port au Vin, 49730 Montsoreau, France","route","OK",729
"731",31.828458,-109.949686,"administrative_area_level_2","Cochise County, AZ, USA","administrative_area_level_2,political","OK",730
"732",NA,NA,NA,NA,NA,"ZERO_RESULTS",731
"733",38.854586,-122.96574,"establishment","25475 Cloverdale Peak Rd, Cloverdale, CA 95425, USA","establishment,food,liquor_store,point_of_interest,store","OK",732
"734",41.599156,0.581227,"establishment","25192 Lleida, Spain","establishment,point_of_interest","OK",733
"735",NA,NA,NA,NA,NA,"ZERO_RESULTS",734
"736",NA,NA,NA,NA,NA,"ZERO_RESULTS",735
"737",45.4383842,10.9916215,"locality","Verona, VR, Italy","locality,political","OK",736
"738",NA,NA,NA,NA,NA,"ZERO_RESULTS",737
"739",39.0201887,-122.886702,"political","Big Valley Rancheria, CA 95453, USA","political","OK",738
"740",37.3544669,-121.5587164,"route","San Antonio Valley Rd, California, USA","route","OK",739
"741",47.0525047,4.3837215,"colloquial_area","Burgundy, France","colloquial_area,political","OK",740
"742",47.8120357,3.8024908,"route","Petit Chemin du Moulin, 89800 Chablis, France","route","OK",741
"743",34.4184294,-117.0987172,"route","Sierra Pelona Dr, Apple Valley, CA 92308, USA","route","OK",742
"744",45.5217023,10.8379339,"locality","37015 Sant'Ambrogio di Valpolicella VR, Italy","locality,political","OK",743
"745",-29.0974897,-51.4503228,"administrative_area_level_2","Pinto Bandeira - RS, 95700-000, Brazil","administrative_area_level_2,political","OK",744
"746",35.2827524,-120.6596156,"locality","San Luis Obispo, CA, USA","locality,political","OK",745
"747",NA,NA,NA,NA,NA,"ZERO_RESULTS",746
"748",NA,NA,NA,NA,NA,"ZERO_RESULTS",747
"749",46.945092,4.753296,"locality","21190 Puligny-Montrachet, France","locality,political","OK",748
"750",38.393381,-122.241915,"route","Atlas Peak Rd, Napa, CA 94558, USA","route","OK",749
"751",44.916767,-0.0886393,"establishment","Château Rigaud, 33570 Puisseguin, France","establishment,food,point_of_interest","OK",750
"752",NA,NA,NA,NA,NA,"ZERO_RESULTS",751
"753",NA,NA,NA,NA,NA,"ZERO_RESULTS",752
"754",45.9005145,13.8743767,"colloquial_area","Slovene Littoral, Slovenia","colloquial_area,political","OK",753
"755",47.411631,28.369885,"country","Moldova","country,political","OK",754
"756",45.5453076,10.6914197,"administrative_area_level_3","37011 Bardolino, VR, Italy","administrative_area_level_3,political","OK",755
"757",-32.522779,-55.765835,"country","Uruguay","country,political","OK",756
"758",34.5123591,-5.4221019,"locality","Douar Zenata Lemrabih, Morocco","locality,political","OK",757
"759",43.0581804,11.6060636,"locality","53027 San Quirico d'Orcia, Province of Siena, Italy","locality,political","OK",758
"760",-36.7235617,140.3481835,"colloquial_area","Limestone Coast, SA, Australia","colloquial_area,political","OK",759
"761",46.3912819,4.74505,"route","Route de Mâcon, 71960 Igé, France","route","OK",760
"762",-37.3879637,143.4770359,"administrative_area_level_2","Pyrenees, VIC, Australia","administrative_area_level_2,political","OK",761
"763",45.8998453,12.0401104,"establishment","Via Follo, 33, 31049 Santo Stefano, Valdobbiadene TV, Italy","establishment,food,point_of_interest","OK",762
"764",34.4916908,-117.2785979,"route","High Valley, Victorville, CA 92395, USA","route","OK",763
"765",NA,NA,NA,NA,NA,"ZERO_RESULTS",764
"766",39.285963,-76.599861,"establishment","400 S Central Ave, Baltimore, MD 21202, USA","establishment,parking,point_of_interest","OK",765
"767",36.5890294,-121.9033905,"route","San Bernabe Dr, Monterey, CA 93940, USA","route","OK",766
"768",NA,NA,NA,NA,NA,"ZERO_RESULTS",767
"769",37.1310577,-122.1680218,"establishment","Ben Lomond Mountain, California 95060, USA","establishment,natural_feature","OK",768
"770",-30.559482,22.937506,"country","South Africa","country,political","OK",769
"771",40.756192,-73.881339,"establishment","8607 Northern Blvd, Flushing, NY 11372, USA","establishment,food,meal_takeaway,point_of_interest,restaurant","OK",770
"772",47.195673,4.962496,"locality","21220 Morey-Saint-Denis, France","locality,political","OK",771
"773",37.9642529,-91.8318334,"administrative_area_level_1","Missouri, USA","administrative_area_level_1,political","OK",772
"774",42.0191676,-71.5548658,"route","Southern New England Trunkline Trail, Blackstone, MA, USA","route","OK",773
"775",41.7234134,-81.2350032,"route","Grand River Ave, Painesville, OH 44077, USA","route","OK",774
"776",31.6795337,-110.6553594,"locality","Sonoita, AZ 85637, USA","locality,political","OK",775
"777",-14.07546,-75.7341811,"locality","Ica, Peru","locality,political","OK",776
"778",47.0676505,4.85854,"route","Chemin de Charlemagne, 21420 Aloxe-Corton, France","route","OK",777
"779",44.695802,10.610389,"establishment","Via Premuda, 42, 42123 Reggio Emilia RE, Italy","establishment,point_of_interest,school","OK",778
"780",31.32395,-116.246125,"political","San Vicente, B.C., Mexico","political,sublocality,sublocality_level_1","OK",779
"781",-36.694722,146.401667,"locality","King Valley VIC 3678, Australia","locality,political","OK",780
"782",47.00931,4.795325,"locality","Pommard, France","locality,political","OK",781
"783",19.9974533,73.7898023,"locality","Nashik, Maharashtra, India","locality,political","OK",782
"784",44.0152182,10.2650951,"locality","55040 Alla Costa LU, Italy","locality,political","OK",783
"785",NA,NA,NA,NA,NA,"ZERO_RESULTS",784
"786",47.1618517,4.9551881,"establishment","1 Place de l'Église, 21700 Vosne-Romanée, France","establishment,food,point_of_interest","OK",785
"787",42.967171,11.437808,"establishment","Via Giuncheti, 53024 Montalcino SI, Italy","establishment,food,liquor_store,point_of_interest,store","OK",786
"788",NA,NA,NA,NA,NA,"ZERO_RESULTS",787
"789",40.924616,-72.3547915,"colloquial_area","The Hamptons, NY, USA","colloquial_area,political","OK",788
"790",-33.8974833,19.1523292,"locality","Franschhoek, 7690, South Africa","locality,political","OK",789
"791",NA,NA,NA,NA,NA,"ZERO_RESULTS",790
"792",NA,NA,NA,NA,NA,"ZERO_RESULTS",791
"793",NA,NA,NA,NA,NA,"ZERO_RESULTS",792
"794",44.7180522,-87.5950953,"establishment","Niagara Escarpment, Brussels, WI 54213, USA","establishment,natural_feature","OK",793
"795",-45.1526707,169.8926333,"establishment","South Island, New Zealand","establishment,natural_feature","OK",794
"796",-37.4713077,144.7851531,"administrative_area_level_1","Victoria, Australia","administrative_area_level_1,political","OK",795
"797",44.94665,-0.005733,"establishment","Château de Francs, 33570 Francs, France","establishment,food,point_of_interest","OK",796
"798",38.4834568,-78.8497485,"establishment","Shenandoah Valley, Linville, VA 22802, USA","establishment,natural_feature","OK",797
"799",-34.7793791,-55.7596225,"locality","Atlantida, Canelones Department, Uruguay","locality,political","OK",798
"800",41.3819241,25.222355,"establishment","41°22'56. 25°13'35.0""E, bul. ""Bulgaria"" 0, 6861 Кърджали, Bulgaria","establishment,point_of_interest","OK",799
"801",46.3293137,24.2935777,"locality","Târnăveni 545600, Romania","locality,political","OK",800
"802",45.5921939,5.9002388,"establishment","1097 Avenue des Landiers, 73000 Chambéry, France","establishment,florist,point_of_interest,store","OK",801
"803",45.942261,13.6395425,"establishment","Vipavska cesta, 5000 Nova Gorica, Slovenia","establishment,point_of_interest,university","OK",802
"804",43.510449,5.4936109,"political","Palette, 13100 Le Tholonet, France","political,sublocality,sublocality_level_1","OK",803
"805",43.467646,6.2375947,"administrative_area_level_2","Var, France","administrative_area_level_2,political","OK",804
"806",47.3975791,0.9255916,"route","Val de la Coudre, 37400 Lussault-sur-Loire, France","route","OK",805
"807",43.780392,3.813078,"establishment","Pic Saint-Loup, 34270 Valflaunès, France","establishment,natural_feature","OK",806
"808",NA,NA,NA,NA,NA,"ZERO_RESULTS",807
"809",34.008889,36.145278,"establishment","Beqaa Valley, Lebanon","establishment,natural_feature","OK",808
"810",41.1188827,1.2444909,"locality","Tarragona, Spain","locality,political","OK",809
"811",47.5532402,1.0105289,"colloquial_area","Loire Valley, France","colloquial_area,political","OK",810
"812",45.502414,10.9590865,"establishment","Località Le Ragose, 37024 Arbizzano di Negrar VR, Italy","establishment,food,point_of_interest","OK",811
"813",-27.733333,32.05,"locality","Elgin, South Africa","locality,political","OK",812
"814",47.1492182,4.8905548,"route","Route des Hautes Côtes, 21700 Villars-Fontaine, France","route","OK",813
"815",-33.4529234,-70.584421,"route","Itata, Ñuñoa, Región Metropolitana, Chile","route","OK",814
"816",43.158333,3.1,"establishment","Massif de la Clape, 11100 Narbonne, France","establishment,natural_feature","OK",815
"817",44.3561224,9.3917323,"locality","16040 Ne, Metropolitan City of Genoa, Italy","locality,political","OK",816
"818",NA,NA,NA,NA,NA,"ZERO_RESULTS",817
"819",40.6224781,-73.7223561,"doctor","545 Central Ave, Cedarhurst, NY 11516, USA","doctor,establishment,health,point_of_interest","OK",818
"820",43.1735657,11.9332981,"establishment","Via Colonica, 1, 53045 Montepulciano SI, Italy","establishment,food,liquor_store,point_of_interest,store","OK",819
"821",36.4397212,-121.3183599,"route","Santa Barbara, Soledad, CA 93960, USA","route","OK",820
"822",NA,NA,NA,NA,NA,"ZERO_RESULTS",821
"823",32.7607074,-16.9594723,"administrative_area_level_1","Madeira, Portugal","administrative_area_level_1,political","OK",822
"824",41.4745038,1.2506002,"administrative_area_level_3","La Conca de Barberà, Tarragona, Spain","administrative_area_level_3,political","OK",823
"825",43.1588749,-79.4921643,"establishment","4152 Locust Ln, Beamsville, ON L0R 1B0, Canada","establishment,food,point_of_interest","OK",824
"826",45.4874938,11.2950489,"establishment","Via Motto Piane, 12, 37030 Roncà VR, Italy","establishment,food,point_of_interest","OK",825
"827",47.282487,0.168611,"locality","37140 Bourgueil, France","locality,political","OK",826
"828",44.8210063,-0.5988763,"route","Impasse Sainte- Croix du Mont, 33000 Bordeaux, France","route","OK",827
"829",35.126413,33.429859,"country","Cyprus","country,political","OK",828
"830",40.9166667,24.0833333,"establishment","Pangaion Hills, Pieres 640 08, Greece","establishment,natural_feature","OK",829
"831",42.0668852,-81.3399414,"establishment","Lake Erie","establishment,natural_feature","OK",830
"832",45.900328,12.0982601,"route","Via del Prosecco, 31010 Farra di Soligo TV, Italy","route","OK",831
"833",46.100171,4.656352,"political","Côté de Brouilly, 69460 Odenas, France","political,sublocality,sublocality_level_1","OK",832
"834",46.3398881,4.7253989,"route","Route de Mâcon, 71960 La Roche-Vineuse, France","route","OK",833
"835",NA,NA,NA,NA,NA,"ZERO_RESULTS",834
"836",38.5674187,14.8337879,"establishment","Salina, 98050 Province of Messina, Italy","establishment,natural_feature","OK",835
"837",-33.6404794,19.0096562,"locality","Wellington, 7655, South Africa","locality,political","OK",836
"838",44.8480803,-0.5727173,"route","Rue Foy, 33000 Bordeaux, France","route","OK",837
"839",43.418646,2.945129,"locality","34360 Saint-Chinian, France","locality,political","OK",838
"840",45.1090106,4.8262706,"route","Rue du Rhône, 26600 Gervans, France","route","OK",839
"841",-31.4166667,138.75,"establishment","Flinders Range, Flinders Ranges SA 5434, Australia","establishment,natural_feature","OK",840
"842",38.2554723,-122.3349422,"establishment","4048 Sonoma Hwy, Napa, CA 94559, USA","establishment,food,health,lodging,point_of_interest,restaurant,spa","OK",841
"843",41.5911589,1.5208624,"administrative_area_level_1","Catalonia, Spain","administrative_area_level_1,political","OK",842
"844",46.290768,4.740503,"political","Pouilly, 71960 Solutré-Pouilly, France","political,sublocality,sublocality_level_1","OK",843
"845",NA,NA,NA,NA,NA,"ZERO_RESULTS",844
