"","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","address","lat","long","description2"
"1396","France","Minty new wood aromas on a wine that shows both great tannins and sweet wood. The fruit is still to show, but promises fresh plum flavors that will be delicious and juicy. This is a ripe, concentrated wine.","",96,75,"Bordeaux","Saint-Émilion","","Roger Voss","@vossroger","Château Beau-Séjour Bécot 2009  Saint-Émilion","Bordeaux-style Red Blend","Château Beau-Séjour Bécot","Saint-Émilion, Bordeaux, France",44.8401967,-0.5744919,"Minty new wood aromas on a wine that shows both great tannins and sweet wood. The fruit is still to show, but promises fresh plum flavors that will be delicious and juicy. This is a ripe, concentrated wine. Bordeaux-style Red Blend France Bordeaux Saint-Émilion Château Beau-Séjour Bécot"
"1397","US","A sip is all it takes to fall in love with this potent Pinot Noir. Big tannins and crisp acidity make it hard to appreciate now, but there's a gigantic core of cherries and raspberries, with a firm minerality from the soil. Will develop bottle complexity over the years. Don't even think of popping the cork before 2015.","Flax Vineyard",95,56,"California","Russian River Valley","Sonoma","","","Williams Selyem 2009 Flax Vineyard Pinot Noir (Russian River Valley)","Pinot Noir","Williams Selyem","Russian River Valley, California, US",38.9116325,-123.0110483,"A sip is all it takes to fall in love with this potent Pinot Noir. Big tannins and crisp acidity make it hard to appreciate now, but there's a gigantic core of cherries and raspberries, with a firm minerality from the soil. Will develop bottle complexity over the years. Don't even think of popping the cork before 2015. Pinot Noir US California Russian River Valley Williams Selyem"
"1398","France","Very supple wine, with great richness and density. It is all so complete, a pleasure, powerful yet also with sweet opulent fruits layered with dark tannins. For long-term aging.","",95,89,"Bordeaux","Saint-Julien","","Roger Voss","@vossroger","Château Branaire-Ducru 2009  Saint-Julien","Bordeaux-style Red Blend","Château Branaire-Ducru","Saint-Julien, Bordeaux, France",44.8603295,-0.565671,"Very supple wine, with great richness and density. It is all so complete, a pleasure, powerful yet also with sweet opulent fruits layered with dark tannins. For long-term aging. Bordeaux-style Red Blend France Bordeaux Saint-Julien Château Branaire-Ducru"
"1399","France","Hugely dense, foursquare wine with great fruit and the purest tannins. Chocolate and coffee predominate at the same time as sweet tannins and acidity. A wine that combines charm with great power.","",95,163,"Bordeaux","Saint-Émilion","","Roger Voss","@vossroger","Château Canon 2009  Saint-Émilion","Bordeaux-style Red Blend","Château Canon","Saint-Émilion, Bordeaux, France",44.8401967,-0.5744919,"Hugely dense, foursquare wine with great fruit and the purest tannins. Chocolate and coffee predominate at the same time as sweet tannins and acidity. A wine that combines charm with great power. Bordeaux-style Red Blend France Bordeaux Saint-Émilion Château Canon"
"1400","France","One of the peculiarities of St.-Émilion's classification is that Canon la Gaffelière is not classed in the top rung. Because, as this wine shows, it produces superb wines. This is ripe while so elegant, with great intensity and sweet perfumes.","",95,110,"Bordeaux","Saint-Émilion","","Roger Voss","@vossroger","Château Canon la Gaffelière 2009  Saint-Émilion","Bordeaux-style Red Blend","Château Canon la Gaffelière","Saint-Émilion, Bordeaux, France",44.8401967,-0.5744919,"One of the peculiarities of St.-Émilion's classification is that Canon la Gaffelière is not classed in the top rung. Because, as this wine shows, it produces superb wines. This is ripe while so elegant, with great intensity and sweet perfumes. Bordeaux-style Red Blend France Bordeaux Saint-Émilion Château Canon la Gaffelière"
"1401","US","Certainly the finest Grand Ciel Syrah to date, this is a full-flavored, complete wine, loaded with pure fruit flavors of berry and cassis. The details pile on—a whiff of stone, a hint of chocolate, suggestions of spice, all in perfect proportion.","Grand Ciel Vineyard",95,60,"Washington","Red Mountain","Columbia Valley","Paul Gregutt","@paulgwine ","Doyenne 2008 Grand Ciel Vineyard Syrah (Red Mountain)","Syrah","Doyenne","Red Mountain, Washington, US",46.2979123,-119.4408562,"Certainly the finest Grand Ciel Syrah to date, this is a full-flavored, complete wine, loaded with pure fruit flavors of berry and cassis. The details pile on—a whiff of stone, a hint of chocolate, suggestions of spice, all in perfect proportion. Syrah US Washington Red Mountain Doyenne"
"1402","US","A tremendous Chardonnay. As always, the winery's '09 is bone dry, crisply acidic and minerally. You might call it austere at this point, with its tart finish of grapefruit. But a great Hanzell Chardonnay will improve for at least a decade, possible two, and this is a great Hanzell Chardonnay. The score reflects what the wine likely will be approximately eight years down the road.","",95,75,"California","Sonoma Valley","Sonoma","","","Hanzell 2009 Chardonnay (Sonoma Valley)","Chardonnay","Hanzell","Sonoma Valley, California, US",38.5779555,-122.9888319,"A tremendous Chardonnay. As always, the winery's '09 is bone dry, crisply acidic and minerally. You might call it austere at this point, with its tart finish of grapefruit. But a great Hanzell Chardonnay will improve for at least a decade, possible two, and this is a great Hanzell Chardonnay. The score reflects what the wine likely will be approximately eight years down the road. Chardonnay US California Sonoma Valley Hanzell"
"1403","US","A blend of three vineyards, all estate, this is a sublime, viscous and somewhat briny wine that exhibits some oak on the nose. With a balance of weight and creaminess, it starts in ginger and nutmeg spiciness on the nose, building on the palate into fresh-cut apple and pear.","",88,28,"California","Russian River Valley","Sonoma","Virginie Boone","@vboone","Balletto 2013 Chardonnay (Russian River Valley)","Chardonnay","Balletto","Russian River Valley, California, US",38.9116325,-123.0110483,"A blend of three vineyards, all estate, this is a sublime, viscous and somewhat briny wine that exhibits some oak on the nose. With a balance of weight and creaminess, it starts in ginger and nutmeg spiciness on the nose, building on the palate into fresh-cut apple and pear. Chardonnay US California Russian River Valley Balletto"
"1404","US","Ripe, luscious black cherries and berries are framed by whispers of bramble and tannin in this enticingly fruity, forward Syrah. A showcase of fresh, primary fruit, it's juicy and delightfully gulp-worthy. Drink now through 2017.","Sawmill Creek Vineyards",88,34,"New York","Finger Lakes","Finger Lakes","Anna Lee C. Iijima","","Billsboro 2013 Sawmill Creek Vineyards Syrah (Finger Lakes)","Syrah","Billsboro","Finger Lakes, New York, US",42.7238165,-76.9297247,"Ripe, luscious black cherries and berries are framed by whispers of bramble and tannin in this enticingly fruity, forward Syrah. A showcase of fresh, primary fruit, it's juicy and delightfully gulp-worthy. Drink now through 2017. Syrah US New York Finger Lakes Billsboro"
"1405","US","Waxy apple and lemon pith open this wine, followed by crisp, candied grapefruit. Robust, it finishes dry and balanced. The whole sums up into a full-bodied, rich and lush experience.","Reserve Selection",88,35,"California","Oakville","Napa","Virginie Boone","@vboone","C'est Bon 2013 Reserve Selection Chardonnay (Oakville)","Chardonnay","C'est Bon","Oakville, California, US",38.4366996,-122.402785,"Waxy apple and lemon pith open this wine, followed by crisp, candied grapefruit. Robust, it finishes dry and balanced. The whole sums up into a full-bodied, rich and lush experience. Chardonnay US California Oakville C'est Bon"
"1406","France","This wine enjoys the fruitiness of the vintage with its black-currant flavors and light tannic structure. The blend is 50% Merlot, 30% Cabernet Sauvignon and 20% Cabernet Franc. The Cabernets, with ripe berry flavors that dominate here, give a firm core to the wine while not losing the potential of the fruit. Drink from 2017.","Cru Bourgeois",88,45,"Bordeaux","Haut-Médoc","","Roger Voss","@vossroger","Château Balac 2012 Cru Bourgeois  (Haut-Médoc)","Bordeaux-style Red Blend","Château Balac","Haut-Médoc, Bordeaux, France",45.1182874,-0.7309917,"This wine enjoys the fruitiness of the vintage with its black-currant flavors and light tannic structure. The blend is 50% Merlot, 30% Cabernet Sauvignon and 20% Cabernet Franc. The Cabernets, with ripe berry flavors that dominate here, give a firm core to the wine while not losing the potential of the fruit. Drink from 2017. Bordeaux-style Red Blend France Bordeaux Haut-Médoc Château Balac"
"1407","France","Now managed organically, this estate has produced a light, fruity wine. Fresh red berries are sustained by a firm tannin edge that offers a solid base for the fruitiness and acidity. Drink from 2017.","",88,20,"Bordeaux","Lalande de Pomerol","","Roger Voss","@vossroger","Château des Annereaux 2011  Lalande de Pomerol","Bordeaux-style Red Blend","Château des Annereaux","Lalande de Pomerol, Bordeaux, France",44.960546,-0.2085963,"Now managed organically, this estate has produced a light, fruity wine. Fresh red berries are sustained by a firm tannin edge that offers a solid base for the fruitiness and acidity. Drink from 2017. Bordeaux-style Red Blend France Bordeaux Lalande de Pomerol Château des Annereaux"
"1408","US","Gorgeous floral tones abound throughout this fruity, fresh, sparkling Riesling. It's a bit chewy and mouth-filling in foam, but pristine peach and apple flavors and spine-tingling acidity are enthralling.","Célèbre Crémant",88,21,"New York","Finger Lakes","Finger Lakes","Anna Lee C. Iijima","","Château Frank NV Célèbre Crémant Riesling (Finger Lakes)","Riesling","Château Frank","Finger Lakes, New York, US",42.7238165,-76.9297247,"Gorgeous floral tones abound throughout this fruity, fresh, sparkling Riesling. It's a bit chewy and mouth-filling in foam, but pristine peach and apple flavors and spine-tingling acidity are enthralling. Riesling US New York Finger Lakes Château Frank"
"1409","France","Herbal and fruity at this young stage, this wine is bright with acidity, citrus fruits and a tangy texture. It is still young and almost too crisp for its own good, although it will likely develop into an attractively fruity, ripe wine with a fine weight of flavor. Drink from 2017.","Les Hauts de Larrivet Haut-Brion",88,30,"Bordeaux","Pessac-Léognan","","Roger Voss","@vossroger","Château Larrivet Haut-Brion 2014 Les Hauts de Larrivet Haut-Brion  (Pessac-Léognan)","Sauvignon Blanc","Château Larrivet Haut-Brion","Pessac-Léognan, Bordeaux, France",44.8436191,-0.5748527,"Herbal and fruity at this young stage, this wine is bright with acidity, citrus fruits and a tangy texture. It is still young and almost too crisp for its own good, although it will likely develop into an attractively fruity, ripe wine with a fine weight of flavor. Drink from 2017. Sauvignon Blanc France Bordeaux Pessac-Léognan Château Larrivet Haut-Brion"
"1410","France","This wine is dry but rich enough with black-currant flavors to compensate. The juicy aftertaste suggests the wine will develop quickly. Drink from 2017. This wine is the latest result of renovations on the 15-generation and 400-year-old Trocard family estate.","",88,45,"Bordeaux","Pessac-Léognan","","Roger Voss","@vossroger","Château Mancèdre 2013  Pessac-Léognan","Bordeaux-style Red Blend","Château Mancèdre","Pessac-Léognan, Bordeaux, France",44.8436191,-0.5748527,"This wine is dry but rich enough with black-currant flavors to compensate. The juicy aftertaste suggests the wine will develop quickly. Drink from 2017. This wine is the latest result of renovations on the 15-generation and 400-year-old Trocard family estate. Bordeaux-style Red Blend France Bordeaux Pessac-Léognan Château Mancèdre"
"1411","France","This small 10-acre property has produced an attractively fruity wine with soft tannins and juicy black-fruit flavors. It is lightly structured—displaying more fruit than tannin—and has a fresh, bright aftertaste. Drink from 2017.","",88,22,"Bordeaux","Haut-Médoc","","Roger Voss","@vossroger","Château Peyredon Lagravette 2013  Haut-Médoc","Bordeaux-style Red Blend","Château Peyredon Lagravette","Haut-Médoc, Bordeaux, France",45.1182874,-0.7309917,"This small 10-acre property has produced an attractively fruity wine with soft tannins and juicy black-fruit flavors. It is lightly structured—displaying more fruit than tannin—and has a fresh, bright aftertaste. Drink from 2017. Bordeaux-style Red Blend France Bordeaux Haut-Médoc Château Peyredon Lagravette"
"1412","US","This wine is equal parts Syrah and Merlot (43% each), with the balance a smattering of other varieties. The coffee and berry aromas seem faint while the palate delivers all of the plush fruit flavors this vintage has to offer.","Indian Wells",88,18,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Chateau Ste. Michelle 2012 Indian Wells Red (Columbia Valley (WA))","Red Blend","Chateau Ste. Michelle","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"This wine is equal parts Syrah and Merlot (43% each), with the balance a smattering of other varieties. The coffee and berry aromas seem faint while the palate delivers all of the plush fruit flavors this vintage has to offer. Red Blend US Washington Columbia Valley (WA) Chateau Ste. Michelle"
"1413","France","This stylish Merlot-based wine has juicy red-berry flavors that are sustained by acidity and firmed up by tannins. Still dry from its dense structure, it's developing well. Drink from 2018.","",88,58,"Bordeaux","Pomerol","","Roger Voss","@vossroger","Clos Beauregard 2013  Pomerol","Bordeaux-style Red Blend","Clos Beauregard","Pomerol, Bordeaux, France",44.8206164,-0.6004558,"This stylish Merlot-based wine has juicy red-berry flavors that are sustained by acidity and firmed up by tannins. Still dry from its dense structure, it's developing well. Drink from 2018. Bordeaux-style Red Blend France Bordeaux Pomerol Clos Beauregard"
"1414","US","Smoothness, complexity and a great price are the strong points of this medium-bodied wine. It has wonderful raspberry, cedar and red-cherry flavors, light tannins, a polished feel on the palate and lingering finish.","The Original",88,10,"California","California","California Other","Jim Gordon","@gordone_cellars","Dark Horse 2014 The Original Pinot Noir (California)","Pinot Noir","Dark Horse","California, California, US",36.778261,-119.4179324,"Smoothness, complexity and a great price are the strong points of this medium-bodied wine. It has wonderful raspberry, cedar and red-cherry flavors, light tannins, a polished feel on the palate and lingering finish. Pinot Noir US California California Dark Horse"
"1415","US","Pure butterscotch aromas seem to leap from the glass, yet the flavors are dry and rather reserved, not nearly as obvious as the smell. The balance leans toward tartness, the flavors are lean and the finish lemony.","Walraven Vineyard",88,55,"California","Anderson Valley","","Jim Gordon","@gordone_cellars","Domaine Anderson 2013 Walraven Vineyard Chardonnay (Anderson Valley)","Chardonnay","Domaine Anderson","Anderson Valley, California, US",39.0865657,-123.4794542,"Pure butterscotch aromas seem to leap from the glass, yet the flavors are dry and rather reserved, not nearly as obvious as the smell. The balance leans toward tartness, the flavors are lean and the finish lemony. Chardonnay US California Anderson Valley Domaine Anderson"
"1416","US","Perfumed aromas offer notes of white flowers, mineral and pink grapefruit. The flavors are dry and elegantly styled with a lingering finish. It will drink well at the dinner table.","Aunt Diane's Vineyard",88,16,"Washington","Columbia Gorge (WA)","Washington Other","Sean P. Sullivan","@wawinereport","Dowsett Family 2014 Aunt Diane's Vineyard Riesling (Columbia Gorge (WA))","Riesling","Dowsett Family","Columbia Gorge (WA), Washington, US",47.4523058,-120.822886,"Perfumed aromas offer notes of white flowers, mineral and pink grapefruit. The flavors are dry and elegantly styled with a lingering finish. It will drink well at the dinner table. Riesling US Washington Columbia Gorge (WA) Dowsett Family"
"1417","Italy","Made with Nero d'Avola and aged in wood, this unusual rosato opens with aromas that recall mature red fruit, cake spice, chopped sage, oak and a balsamic note. The smooth, round palate offers candied red cherry, tangerine zest, toasted almond and a note of candied ginger alongside bright acidity. It has a tutti frutti finish but the overall array of flavors gives it some depth.","Memorie",88,25,"Sicily & Sardinia","Sicilia","","Kerin O’Keefe","@kerinokeefe","Feudo Antico 2010 Memorie Rosato (Sicilia)","Rosato","Feudo Antico","Sicilia, Sicily & Sardinia, Italy",37.5999938,14.0153557,"Made with Nero d'Avola and aged in wood, this unusual rosato opens with aromas that recall mature red fruit, cake spice, chopped sage, oak and a balsamic note. The smooth, round palate offers candied red cherry, tangerine zest, toasted almond and a note of candied ginger alongside bright acidity. It has a tutti frutti finish but the overall array of flavors gives it some depth. Rosato Italy Sicily & Sardinia Sicilia Feudo Antico"
"1418","US","Vanilla, licorice, herb and woodspice aromas are followed by slightly gritty-feeling cranberry flavors. This wine is interesting, but it doesn't all come together.","",88,25,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Gamache 2012 Cabernet Franc (Columbia Valley (WA))","Cabernet Franc","Gamache","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"Vanilla, licorice, herb and woodspice aromas are followed by slightly gritty-feeling cranberry flavors. This wine is interesting, but it doesn't all come together. Cabernet Franc US Washington Columbia Valley (WA) Gamache"
"1419","New Zealand","This medium-bodied wine is marked by dry, stony notes rather than a profusion of fruit. Subtle leafiness and hints of underripe melon give this a restrained aspect and suggest it's more of a food partner than a wine that will shine on its own.","Reserve",87,18,"Hawke's Bay","","","Joe Czerwinski","@JoeCz","Mills Reef 2014 Reserve Sauvignon Blanc (Hawke's Bay)","Sauvignon Blanc","Mills Reef",", Hawke's Bay, New Zealand",-39.1089867,176.7416374,"This medium-bodied wine is marked by dry, stony notes rather than a profusion of fruit. Subtle leafiness and hints of underripe melon give this a restrained aspect and suggest it's more of a food partner than a wine that will shine on its own. Sauvignon Blanc New Zealand Hawke's Bay  Mills Reef"
"1420","US","Ripe peach and yellow cherry aromas take a turn towards the tropics on the palate of this intensely fruity wine. It's semi-dry in style with a slightly candied tone but balanced neatly by tart lemon­-lime acidity. Drink now.","Semi Dry",87,20,"New York","North Fork of Long Island","Long Island","Anna Lee C. Iijima","","Paumanok 2014 Semi Dry Riesling (North Fork of Long Island)","Riesling","Paumanok","North Fork of Long Island, New York, US",40.9713215,-72.6261244,"Ripe peach and yellow cherry aromas take a turn towards the tropics on the palate of this intensely fruity wine. It's semi-dry in style with a slightly candied tone but balanced neatly by tart lemon­-lime acidity. Drink now. Riesling US New York North Fork of Long Island Paumanok"
"1421","US","This has value written all over it, offering fleshy, ripe tropical aromas and flavors. The personality is large and in charge, yet the wine itself remains reasonably balanced and firm in structure.","",87,12,"California","Sonoma Coast","Sonoma","Virginie Boone","@vboone","Broken Clouds 2014 Chardonnay (Sonoma Coast)","Chardonnay","Broken Clouds","Sonoma Coast, California, US",38.291859,-122.4580356,"This has value written all over it, offering fleshy, ripe tropical aromas and flavors. The personality is large and in charge, yet the wine itself remains reasonably balanced and firm in structure. Chardonnay US California Sonoma Coast Broken Clouds"
"1422","US","Vanilla, coconut and toast aromas are vibrant and out-front, followed by tropical fruit. This wine is full bodied with a viscous, almost oily feel that persists through the finish. It offers some good things, but the variety gets lost in the style.","",87,30,"Washington","Columbia Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Browne Family Vineyards 2014 Chardonnay (Columbia Valley (WA))","Chardonnay","Browne Family Vineyards","Columbia Valley (WA), Washington, US",47.4523058,-120.822886,"Vanilla, coconut and toast aromas are vibrant and out-front, followed by tropical fruit. This wine is full bodied with a viscous, almost oily feel that persists through the finish. It offers some good things, but the variety gets lost in the style. Chardonnay US Washington Columbia Valley (WA) Browne Family Vineyards"
"1423","US","The aromas of flowers and freshly cut pear, melon and starfruit are bright and fresh. This wine is dry and thick in feel with abundant citrus-rind flavors. There's enjoyment to be had but it gets bogged down in the middle.","Estate Vineyard",87,24,"Washington","Walla Walla Valley (WA)","Columbia Valley","Sean P. Sullivan","@wawinereport","Castillo De Feliciana 2014 Estate Vineyard Albariño (Walla Walla Valley (WA))","Albariño","Castillo De Feliciana","Walla Walla Valley (WA), Washington, US",46.0366351,-118.4042902,"The aromas of flowers and freshly cut pear, melon and starfruit are bright and fresh. This wine is dry and thick in feel with abundant citrus-rind flavors. There's enjoyment to be had but it gets bogged down in the middle. Albariño US Washington Walla Walla Valley (WA) Castillo De Feliciana"
"1424","France","Under the same ownership as Château de Panigon, this property (which has a heart on its cork) has produced a wine offering layers of smoky wood as well as ripe fruit. That solid structure suggests the wine will need time to develop. The aftertaste boosts a more juicy fruitiness.","",87,19,"Bordeaux","Médoc","","Roger Voss","@vossroger","Château Amour 2013  Médoc","Bordeaux-style Red Blend","Château Amour","Médoc, Bordeaux, France",44.8604934,-0.569448,"Under the same ownership as Château de Panigon, this property (which has a heart on its cork) has produced a wine offering layers of smoky wood as well as ripe fruit. That solid structure suggests the wine will need time to develop. The aftertaste boosts a more juicy fruitiness. Bordeaux-style Red Blend France Bordeaux Médoc Château Amour"
"1425","France","Still lean and structured, this is a cool-feeling, young wine. It has dry tannins and a chewy texture that needs to soften. At the back, juicy black currant fruits show promise for the future. Drink from 2018.","",87,15,"Bordeaux","Cadillac Côtes de Bordeaux","","Roger Voss","@vossroger","Château de Paillet-Quancard 2012  Cadillac Côtes de Bordeaux","Bordeaux-style Red Blend","Château de Paillet-Quancard","Cadillac Côtes de Bordeaux, Bordeaux, France",44.632311,-0.316283,"Still lean and structured, this is a cool-feeling, young wine. It has dry tannins and a chewy texture that needs to soften. At the back, juicy black currant fruits show promise for the future. Drink from 2018. Bordeaux-style Red Blend France Bordeaux Cadillac Côtes de Bordeaux Château de Paillet-Quancard"
"1426","France","This is rich in spice, herbal characteristics and tangy acidity. It has a strongly mineral edge along with green fruits and tight lemon zest. Drink from 2017. André Lurton bought de Rochemorin in 1973; the estate has grown vines since the 16th century.","",87,26,"Bordeaux","Pessac-Léognan","","Roger Voss","@vossroger","Château de Rochemorin 2013  Pessac-Léognan","Sauvignon Blanc","Château de Rochemorin","Pessac-Léognan, Bordeaux, France",44.8436191,-0.5748527,"This is rich in spice, herbal characteristics and tangy acidity. It has a strongly mineral edge along with green fruits and tight lemon zest. Drink from 2017. André Lurton bought de Rochemorin in 1973; the estate has grown vines since the 16th century. Sauvignon Blanc France Bordeaux Pessac-Léognan Château de Rochemorin"
"1427","France","This typical blend from southwest France draws on the intensely herbal character of both grapes. It's crisp, perfumed and refreshingly fruity, making it a great apéritif.","La Châsse Sauvignon-Colombard",85,10,"France Other","Vin de France","","Roger Voss","@vossroger","Gabriel Meffre 2015 La Châsse Sauvignon-Colombard White (Vin de France)","White Blend","Gabriel Meffre","Vin de France, France Other, France",38.6213413,-90.2129555,"This typical blend from southwest France draws on the intensely herbal character of both grapes. It's crisp, perfumed and refreshingly fruity, making it a great apéritif. White Blend France France Other Vin de France Gabriel Meffre"
"1428","France","Soft and fruity, this is an easy-to-drink wine. Its creamy texture and balanced acidity complement its apple flavors. It's ready to drink.","La Châsse",85,10,"France Other","Vin de France","","Roger Voss","@vossroger","Gabriel Meffre 2016 La Châsse Chardonnay (Vin de France)","Chardonnay","Gabriel Meffre","Vin de France, France Other, France",38.6213413,-90.2129555,"Soft and fruity, this is an easy-to-drink wine. Its creamy texture and balanced acidity complement its apple flavors. It's ready to drink. Chardonnay France France Other Vin de France Gabriel Meffre"
"1429","Portugal","A light, crisp blend of Merlot and Syrah, this is soft and gently fruity. Raspberry and red-currant flavors shine easily through this simple wine.","Samora",85,12,"Tejo","","","Roger Voss","@vossroger","Wines & Winemakers 2016 Samora Rosé (Tejo)","Rosé","Wines & Winemakers",", Tejo, Portugal",39.722226,-5.5119887,"A light, crisp blend of Merlot and Syrah, this is soft and gently fruity. Raspberry and red-currant flavors shine easily through this simple wine. Rosé Portugal Tejo  Wines & Winemakers"
"1430","Argentina","Tropical aromas of lychee and honeydew set up a straightforward palate. Powdery flavors of green melon and lychee are light and flowery on a modest finish.","Sustainably Farmed Estate Grown and Bottled",85,10,"Mendoza Province","Mendoza","","Michael Schachner","@wineschach","Zolo 2017 Sustainably Farmed Estate Grown and Bottled Torrontés (Mendoza)","Torrontés","Zolo","Mendoza, Mendoza Province, Argentina",-32.8894587,-68.8458386,"Tropical aromas of lychee and honeydew set up a straightforward palate. Powdery flavors of green melon and lychee are light and flowery on a modest finish. Torrontés Argentina Mendoza Province Mendoza Zolo"
"1431","Portugal","Crisp, bright and fruity, this is a refreshing and ripe wine. With attractive citrus acidity and a bright aftertaste, the wine is ready to drink.","Adega de Borba Branco",85,8,"Alentejo","","","Roger Voss","@vossroger","Adega Cooperativa de Borba 2016 Adega de Borba Branco White (Alentejo)","Portuguese White","Adega Cooperativa de Borba",", Alentejo, Portugal",40.3133521,-7.8007077,"Crisp, bright and fruity, this is a refreshing and ripe wine. With attractive citrus acidity and a bright aftertaste, the wine is ready to drink. Portuguese White Portugal Alentejo  Adega Cooperativa de Borba"
"1432","Portugal","The very local Tamarez grapes make an appearance in this lemon-colored and flavored wine. It is fruity, soft and bright with acidity. Drink now.","Brado Branco",85,6,"Alentejano","","","Roger Voss","@vossroger","Adega Cooperativa de Borba 2016 Brado Branco White (Alentejano)","Portuguese White","Adega Cooperativa de Borba",", Alentejano, Portugal",38.3341493,-8.0038406,"The very local Tamarez grapes make an appearance in this lemon-colored and flavored wine. It is fruity, soft and bright with acidity. Drink now. Portuguese White Portugal Alentejano  Adega Cooperativa de Borba"
"1433","Argentina","Aromas of dish soap and fruit salad show on the nose while the palate brings pink grapefruit and orange. A citric finish with a peppery note lacks acidity, so drink now.","Malbec",85,13,"Mendoza Province","Mendoza","","Michael Schachner","@wineschach","Alta Vista 2016 Malbec Rosé (Mendoza)","Rosé","Alta Vista","Mendoza, Mendoza Province, Argentina",-32.8894587,-68.8458386,"Aromas of dish soap and fruit salad show on the nose while the palate brings pink grapefruit and orange. A citric finish with a peppery note lacks acidity, so drink now. Rosé Argentina Mendoza Province Mendoza Alta Vista"
"1434","Argentina","Flat aromas of lanolin and oily white fruits lead to a round, full palate that's getting tired. Salty nectarine and flowery flavors finish with a yeasty note of ham and white fruits.","Estate",85,13,"Mendoza Province","Maipú","","Michael Schachner","@wineschach","Aymara 2015 Estate Torrontés (Maipú)","Torrontés","Aymara","Maipú, Mendoza Province, Argentina",-32.9846649,-68.7884399,"Flat aromas of lanolin and oily white fruits lead to a round, full palate that's getting tired. Salty nectarine and flowery flavors finish with a yeasty note of ham and white fruits. Torrontés Argentina Mendoza Province Maipú Aymara"
"1435","France","This is a light bright wine, full of forward fruitiness. The tangy edge of minerality gives the wine a pleasing texture. Citrus fruits support this texture with their zest and acidity. The wine is ready to drink.","",85,13,"Loire Valley","Touraine","","Roger Voss","@vossroger","Paul Buisse 2016 Sauvignon Blanc (Touraine)","Sauvignon Blanc","Paul Buisse","Touraine, Loire Valley, France",47.5384746,-0.435333,"This is a light bright wine, full of forward fruitiness. The tangy edge of minerality gives the wine a pleasing texture. Citrus fruits support this texture with their zest and acidity. The wine is ready to drink. Sauvignon Blanc France Loire Valley Touraine Paul Buisse"
"1436","France","This light, cool-climate Pinot Noir is crisp with red currant fruit and herbal-tinged acidity. It has a zesty character that keeps it lively and tight. Drink now.","La Petite Perrière",85,12,"France Other","Vin de France","","Roger Voss","@vossroger","Saget la Perrière 2016 La Petite Perrière Pinot Noir (Vin de France)","Pinot Noir","Saget la Perrière","Vin de France, France Other, France",38.6213413,-90.2129555,"This light, cool-climate Pinot Noir is crisp with red currant fruit and herbal-tinged acidity. It has a zesty character that keeps it lively and tight. Drink now. Pinot Noir France France Other Vin de France Saget la Perrière"
"1437","US","Popping with aromas of lychee, rose, geranium and violet this wine is quite perfumed. There are also citrus notes of lime zest and lemon curd. Flavors are perfumed and soapy as well, and it wine coats your mouth. The finish is long with a slightly bitter end.","A Midsummer Night's White",85,16,"Virginia","Virginia","","Carrie Dykes","","The Williamsburg Winery 2015 A Midsummer Night's White White (Virginia)","White Blend","The Williamsburg Winery","Virginia, Virginia, US",37.4315734,-78.6568942,"Popping with aromas of lychee, rose, geranium and violet this wine is quite perfumed. There are also citrus notes of lime zest and lemon curd. Flavors are perfumed and soapy as well, and it wine coats your mouth. The finish is long with a slightly bitter end. White Blend US Virginia Virginia The Williamsburg Winery"
"1438","Argentina","Lightly spicy raspberry aromas are raw and peppery. This feels fleshy and pulpy, with punchy acidity. Peppery berry flavors are boosted by toasty oak that carries over to a mildly hot finish.","Sensual",85,12,"Mendoza Province","Mendoza","","Michael Schachner","@wineschach","Valentin Bianchi 2015 Sensual Malbec (Mendoza)","Malbec","Valentin Bianchi","Mendoza, Mendoza Province, Argentina",-32.8894587,-68.8458386,"Lightly spicy raspberry aromas are raw and peppery. This feels fleshy and pulpy, with punchy acidity. Peppery berry flavors are boosted by toasty oak that carries over to a mildly hot finish. Malbec Argentina Mendoza Province Mendoza Valentin Bianchi"
"1439","US","Intense yeasty aromas lean a bit nutty with a suggestion of citrus. Aggressively frothy bubbles give way to cashews and bread dough showing hints of lemon. Grapefruit pith and peanut skin bring a slightly bitter note to the finish.","Blanc de Blancs",85,17,"America","","","Fiona Adams","@bkfiona","Gruet NV Blanc de Blancs Chardonnay (America)","Chardonnay","Gruet",", America, US",37.09024,-95.712891,"Intense yeasty aromas lean a bit nutty with a suggestion of citrus. Aggressively frothy bubbles give way to cashews and bread dough showing hints of lemon. Grapefruit pith and peanut skin bring a slightly bitter note to the finish. Chardonnay US America  Gruet"
